meal_description,carb,fat,energy,protein,country,serving_type
"For lunch, I'm having a cup of whole chocolate milk, a raw orange, a medium apple, a packet of granola bars, and a peanut butter and jelly sandwich on wheat bread.",146.79000000000002,35.99,982.12,28.14,USA,natural
"For breakfast, I'm having a medium slice of wheat bread.",13.31,1.27,76.72,2.99,USA,natural
"For lunch, I’m enjoying a cup of flaked, baked salmon that doesn’t have any added fat.",0.14,7.53,217.6,35.12,USA,natural
"For my lunch, I drank a bottle of tap water, ate an apple fritter, and had a medium cup of vanilla ice cream.",91.39,50.86,877.8,14.86,USA,natural
"For a light snack, I'm sipping on 16.9 fl oz of tap water and indulging in a medium cup of vanilla ice cream.",56.64,26.4,496.8,8.4,USA,natural
I’m snacking on a vanilla ice cream sandwich that's light on calories.,27.94,6.11,179.25,3.7,USA,natural
"For breakfast, I had a medium burrito with egg, potato, and breakfast meat from a fast food place, along with a large iced black tea that's pre-sweetened and a hash brown patty.",120.9,45.62,1007.02,30.3,USA,natural
I'm sipping on a Little Hug bottle of fruit flavored drink for a quick snack.,39.75,0.0,158.72,0.0,USA,natural
"Dinner tonight is a roll of chicken cordon bleu, made with half a breast, ham, and some sauce.",21.21,20.88,480.9,51.82,USA,natural
"For dinner, I'm having a can of pepper-flavored soft drink along with an Arby's Junior Roast Beef Sandwich.",57.86,9.89,368.52,13.2,USA,natural
"For dinner, I have a bottle of water, a Hawaiian roll, a cup of salad with assorted vegetables, a tablespoon of light Thousand Island dressing, and a fried chicken breast.",40.44,33.53,608.5699999999999,37.61,USA,natural
I have a slice of American cheese on a medium slice of white bread for lunch.,15.64,5.85,140.07,6.02,USA,natural
"For a snack, I'm having a scoop of vanilla ice cream with a cup of whole milk and a miniature Snickers bar.",45.25,23.16,438.99,12.88,USA,natural
"For a snack, I had a Kool-Aid Jammers pouch, a 100 calorie package of Cheez-Its, and a Nutri-Grain cereal bar.",58.61,8.190000000000001,323.3,4.1,USA,natural
"For lunch, I'm having a small bag of Cool Ranch Doritos tortilla chips, a cup of tap water, and a peanut butter sandwich made with one slice of white bread.",37.21,15.01,308.24,8.41,USA,natural
I’m having a cheese sandwich made with American cheese on whole wheat bread for a snack.,30.97,12.07,286.62,13.6,USA,natural
"This morning, I'm eating a slice of cheese food along with a medium stick of hard breadstick.",8.7,5.79,105.67,4.58,USA,natural
"For lunch, I'm having a cup of reduced sugar chocolate milk and a chicken fillet sandwich from the school cafeteria.",46.47,10.0,372.28,21.96,USA,natural
"For dinner, I had a large fillet of baked catfish and a bottle of unsweetened water.",0.26,19.07,382.5,48.91,USA,natural
"For dinner, I'm having a piece of cheese pizza with vegetables and another piece of just cheese pizza, both with medium crust.",80.5,23.09,638.4000000000001,27.26,USA,natural
"For lunch, I went with a cup of cooked, diced pork roast that was lean.",0.0,12.8,277.38,38.03,USA,natural
"I prepared a snack with a bottle of water, a tablespoon of cheese sauce, and a regular bag of butter-flavored popcorn.",48.82,28.49,482.9,7.91,USA,natural
"For breakfast, I mixed a scoop of whey-based nutritional powder with a cup of low-fat milk and had a cup of bottled water on the side.",14.28,2.73,196.44,28.56,USA,natural
"For breakfast, I made myself a cup of instant coffee along with a cereal bar that has a non-chocolate coating.",16.46,8.71,149.44,3.1,USA,natural
I'm about to eat a frozen yogurt bar that's vanilla for a snack.,14.04,2.34,82.55,1.95,USA,natural
"I enjoyed a breakfast of one banana, one orange, and a prepackaged bowl of Corn Flakes.",64.54,0.6799999999999999,259.49,4.4,USA,natural
I'm enjoying a cheeseburger with a medium patty on a white bun along with a diet cola can.,31.76,26.86,497.25,29.97,USA,natural
I have a Kool-Aid Jammers pouch of fruit juice and one egg that I scrambled in oil for breakfast.,21.48,8.66,190.61,6.680000000000001,USA,natural
"For a snack, I'm having a Kool-Aid Jammers pouch of fruit juice drink with high vitamin C, a small single serving bag of lightly salted potato chips, and a piece of gumdrop.",38.05,10.09,250.0,2.12,USA,natural
"For breakfast, I'm having a snack size container of canned orange juice, a cup of reduced fat chocolate milk, and a hamburger from the school cafeteria.",64.44,11.37,451.69,24.29,USA,natural
"For breakfast, I'm having an individual container of 100% orange juice with calcium and a sandwich with egg, cheese, and bacon on a biscuit.",49.41,25.5,494.73,18.25,USA,natural
"For a snack, I'm having a frankfurter.",3.01,14.51,166.44,5.83,USA,natural
I'm snacking on a Kashi Chewy bar and a pack that has two Nature Valley Crunchy Granola Bars.,76.52,14.32,502.02,17.240000000000002,USA,natural
Dinner consists of a medium taco or tostada with chicken and sour cream and a cup of tap water.,45.92,32.24,579.94,27.66,USA,natural
"I'm enjoying a 16.9 fl oz can of iced black tea, and it's decaffeinated, for my snack.",45.85,0.0,199.12,0.0,USA,natural
"For lunch, I have a large iced black tea that's pre-sweetened with sugar, a hash brown patty, and a chicken fillet biscuit sandwich.",115.89,39.11,876.24,18.130000000000003,USA,natural
"For breakfast, I'm having a small cup of hot chai tea with milk and one boiled egg.",32.65,8.29,251.5,11.97,USA,natural
"For a snack, I have a Little Debbie cinnamon bun with frosting and a miniature dill pickle.",32.68,17.689999999999998,301.92,3.08,USA,natural
"For a snack, I'm having a can of cola and a raw guava.",46.42,1.4500000000000002,193.64,1.4,USA,natural
"Today for lunch, I’m having a 16.5 oz frozen meal with fried chicken, potatoes, and some vegetables.",84.43,46.43,936.0,50.87,USA,natural
"I’m having a medium fried chicken thigh with a round cornbread muffin and a cup of tap water, plus a packet of hot pepper sauce for lunch.",23.02,10.79,272.73,19.630000000000003,USA,natural
I’m enjoying a 12 fl oz can of nonalcoholic malt beverage right now.,28.98,0.43,133.2,0.76,USA,natural
"I have a 12 fl oz can of diet cola, along with one drumstick and a breast of chicken for lunch.",1.11,11.27,303.6,49.44,USA,natural
"At breakfast, I'm serving my little one a tablespoon of instant rice cereal along with an ounce of Similac Sensitive formula.",5.28,1.15,34.58,0.6799999999999999,USA,natural
"For breakfast, I prepared a cup of brewed coffee, a cup of green tea, and I had one poached egg.",0.36,4.81,76.3,7.1000000000000005,USA,natural
I'm snacking on a mango and drinking a cup of tap water.,31.46,0.8,126.0,1.72,USA,natural
"Dinner consists of a cheeseburger, a tablespoon of ketchup, and a bottle of water.",35.379999999999995,26.77,507.22,29.75,USA,natural
"For breakfast, I'm having a bottle of unsweetened water, a tablespoon of peanut butter, and an English muffin.",29.19,9.16,227.18,8.74,USA,natural
"I'm having a fast food lunch with a sandwich that has roast beef and cheese, a cup of french fries, and a tablespoon of horseradish sauce.",60.84,54.6,883.28,34.809999999999995,USA,natural
I’m eating a slice of thin crust pepperoni pizza from the freezer for lunch.,26.69,12.33,265.78,11.88,USA,natural
"For a snack, I'm having a miniature chocolate-coated vanilla ice cream bar and a banana.",41.03,12.47,277.64,3.42,USA,natural
"For dinner, I'm having a baked chicken wing and a medium drumstick with the skin on.",0.0,11.91,202.2,22.19,USA,natural
"For a snack, I'm having a bottle of cola and a small bag of Cheez-It crackers.",81.03,11.54,440.13,4.92,USA,natural
I’m snacking on a medium apple along with a bag of flavored tortilla chips.,62.28,15.97,399.83,4.720000000000001,USA,natural
I’m drinking a 16.9 fl oz bottle of water with my small serving of baked flavored potato chips for lunch.,19.89,5.07,130.76,1.39,USA,natural
"For breakfast, I'm having a can of PediaSure Fiber infant formula and one plain frozen pancake.",43.07,14.39,338.72,9.03,USA,natural
"For lunch, I'm having a slice of Muenster cheese.",0.24,6.31,77.28,4.92,USA,natural
"For my snack, I've got a 12 fl oz bottle of energy drink and a cup of water from the tap.",38.06,0.0,159.96,1.71,USA,natural
"For breakfast, I'm eating a medium apple, a rice cake, and a 5.3 oz cup of nonfat Greek yogurt with different flavors.",45.6,0.74,232.76,13.69,USA,natural
I'm enjoying a 24 fl oz energy drink with a single meat turnover as a quick snack.,99.05,20.68,645.52,14.71,USA,natural
"For a quick snack, I'm eating a banana and a medium bag of Doritos.",63.44,16.05,407.97,5.57,USA,natural
"For my lunch, I've got a whole raw green onion and a cup of mostly noodles in soup.",35.03,9.95,252.7,6.01,USA,natural
"For lunch, I'm having a large iced black tea that's pre-sweetened with sugar and a hamburger from McDonald's.",88.64,10.33,493.64,13.3,USA,natural
"For breakfast, I'm having a medium bag of flavored baked potato chips and a yeast doughnut.",69.25,23.94,518.79,6.51,USA,natural
"For a snack, I have a medium single serving bag of flavored tortilla chips, a bottle of unsweetened water, and a small single serving bag of baked flavored potato chips.",54.55,20.700000000000003,426.59,5.59,USA,natural
I have a small cup of coffee and an ounce of whole milk as a snack.,1.42,1.05,21.9,1.43,USA,natural
"For breakfast, I prepared one packet of instant oatmeal, mixing it with milk.",25.31,4.32,161.32,7.34,USA,natural
"For breakfast, I'm having a cup of low-fat milk and a peanut butter sandwich made with regular peanut butter on whole wheat bread.",47.05,21.06,454.52,22.29,USA,natural
"For dinner, I'm having a double cheeseburger from Burger King.",24.08,21.04,380.8,22.65,USA,natural
"For lunch, I'm having a bottle of unsweetened bottled water and a peanut butter sandwich made with regular peanut butter on white bread.",18.33,9.25,176.64,6.43,USA,natural
"For lunch, I have a peanut butter sandwich on wheat bread and a can of root beer to drink.",73.82,18.74,502.12,14.04,USA,natural
"For lunch, I'm having a tablespoon of butter and a peanut butter and jelly sandwich made with regular peanut butter and jelly on wheat bread.",48.39,30.1,502.46,14.19,USA,natural
"For breakfast, I'm having a bottle of unsweetened bottled water and a crustless frozen peanut butter and jelly sandwich.",27.13,9.92,217.8,6.91,USA,natural
I’m enjoying a raw pear along with a pouch of fruit leather as a quick snack.,49.33,0.99,197.5,0.79,USA,natural
I’m having a cup of 2% reduced fat milk with a piece of pepperoni pizza from school lunch.,55.74,18.19,498.32,28.1,USA,natural
"For dinner, I'm having a can of fruit-flavored soft drink and a mozzarella stick.",58.79,8.07,325.28,6.49,USA,natural
I'm eating a medium chicken breast that’s been sautéed for lunch.,0.0,6.54,211.2,35.54,USA,natural
"For breakfast, I'm having a frozen Jimmy Dean Flapstick pancakes and sausage along with a clementine.",30.72,9.87,234.05,6.890000000000001,USA,natural
"For breakfast, I had a small bag of pork skin rinds, a 20 fl oz bottle of pepper soda, a kolache, and a doughnut with icing.",128.69,43.73,1023.27,29.930000000000003,USA,natural
"For a snack, I'm having a bottle of pepper-flavored soft drink, a medium raw apple, and a banana.",120.63,2.31,476.54,1.89,USA,natural
I have a single miniature Kit Kat White for my snack.,5.55,2.24,44.55,0.56,USA,natural
"Lunch today consists of a cup of chocolate milk, a banana, and a piece of pizza with pepperoni.",97.71,16.72,647.1800000000001,29.88,USA,natural
Having a margarita and a 12 fl oz beer for my snack.,48.92,0.18,429.3,1.84,USA,natural
"I’m enjoying a regular ear of corn as a snack, drizzled with a tablespoon of mayonnaise and sprinkled with a tablespoon of grated Parmesan.",22.09,10.77,190.29,5.3,USA,natural
I’m snacking on a cup of non-dairy frozen dessert.,30.99,14.75,254.1,1.3,USA,natural
I just had an orange and one cup of chocolate milk for breakfast.,51.48,0.18,238.54,9.86,USA,natural
"This morning, I have a 6 oz container of low-fat yogurt and a 20 fl oz bottle of water to drink.",16.69,2.57,124.1,8.65,USA,natural
"For lunch, I'm having a Capri Sun pouch, a snack-sized tub of flavored potato chips, and a peanut butter and jelly sandwich on wheat bread.",77.99000000000001,25.88,583.02,14.99,USA,natural
"For my snack, I have a package of TWIX Caramel Cookie Bars and one piece of chewing gum.",40.25,14.42,299.45000000000005,2.85,USA,natural
"I’ll be eating a McDouble, which is a double cheeseburger from McDonald's, for dinner.",25.16,22.65,394.8,22.74,USA,natural
"I have a medium chicken breast that’s stewed, along with a can of light beer and a cola for dinner.",44.44,5.489999999999999,469.24,40.0,USA,natural
"For breakfast, I'm having 1 banana and a tube of low-fat Greek yogurt with fruit.",35.79,1.88,171.99,6.03,USA,natural
I grabbed a 16 fl oz can of NOS energy drink to have as a snack.,55.8,0.0,218.24,0.0,USA,natural
"For a snack, I'm having a medium wedge of raw watermelon and a bottle of unsweetened water.",24.54,0.49,97.5,1.98,USA,natural
"For breakfast, I enjoyed a raw orange and a piece of medium crust pizza with meat from my school lunch.",64.27000000000001,12.6,445.76,20.47,USA,natural
"I have a cheeseburger, a cup of milk, and one raw orange for lunch.",53.85000000000001,13.68,449.82,28.49,USA,natural
Dinner consists of a medium burrito made with beans and a 1-liter bottle of unsweetened water.,54.44,25.17,547.2,26.28,USA,natural
"For lunch, I'm having a bottle of unsweetened bottled water and a peach turnover.",33.81,12.96,262.08,3.08,USA,natural
"For dinner, I'm having a peanut butter and jelly sandwich made with regular peanut butter and reduced sugar jelly on white bread, along with a can of diet decaffeinated cola.",44.6,18.52,386.64,13.29,USA,natural
"For a snack, I'm having one large rectangular piece of Graham crackers.",11.65,1.59,64.5,1.0,USA,natural
I'm enjoying a can of cola along with a small thick crust pizza with meat and vegetables and another small pizza with beans and vegetables for lunch.,102.75,21.22,683.3299999999999,22.21,USA,natural
"For a snack, I had a banana, a Quaker Chewy 90 Calorie Granola Bar, a Clif Bar, and a tablespoon of peanut butter.",95.85,14.6,540.86,15.97,USA,natural
